0,191250,1567.542264
1,191400,1566.313783
2,191500,1565.495864
3,191600,1564.6788
4,191700,1563.862587
5,191800,1563.047226
6,191900,1562.232715
7,192000,1561.419052
8,192100,1560.606236
9,192200,1559.794266
10,192300,1558.983141
11,192400,1558.172859
12,192500,1557.363418
13,192600,1556.554818
14,192700,1555.747058
15,192800,1554.940135
16,192900,1554.134049
17,193000,1553.328798
18,193100,1552.524381
19,193200,1551.720797
20,193300,1550.918044
21,193400,1550.116122
22,193500,1549.315028
23,193600,1548.514762
24,193700,1547.715323
25,193800,1546.916708
26,193900,1546.118917
27,194000,1545.321948
28,194100,1544.525801
29,194200,1543.730474
30,194300,1542.935965
31,194400,1542.142274
32,194500,1541.349398
33,194600,1540.557338
34,194700,1539.766091
35,194800,1538.975657
36,194900,1538.186034
37,195000,1537.397221
38,195100,1536.609216
39,195200,1535.822018
40,195300,1535.035627
41,195400,1534.250041
42,195500,1533.465258
43,195600,1532.681278
44,195700,1531.898099
45,195800,1531.11572
46,195900,1530.33414
47,196000,1529.553357
48,196100,1528.773371
