1560922960.8141334	13.367	3.333487e-10	4.272884e-09	5.845707e-10	8.347854e-09	9.641533e-07	1.230738e-09	5.03516e-09	2.788495e-09	
1560923020.747266	13.367	2.572265e-10	4.236548e-09	7.873622e-10	6.955825e-09	1.186794e-06	9.935212e-10	5.211864e-09	2.755589e-09	
1560923080.6781032	13.23	3.359129e-10	4.620776e-09	7.906326e-10	5.201516e-09	1.180824e-06	9.78897e-10	6.043998e-09	2.388737e-09	
1560923140.6194282	13.367	2.534345e-10	3.134661e-09	5.897683e-10	5.153439e-09	1.182171e-06	9.47095e-10	4.779829e-09	2.403665e-09	
1560923200.5475464	13.23	3.440329e-10	3.246419e-09	4.600272e-10	8.504892e-09	9.557964e-07	9.333993e-10	4.62482e-09	2.800806e-09	
1560923260.4773731	13.367	3.253501e-10	4.316177e-09	5.824306e-10	7.969535e-09	9.527819e-07	1.152938e-09	4.821791e-09	2.888332e-09	
1560923320.4079492	13.367	2.304428e-10	4.609179e-09	7.513872e-10	4.901007e-09	1.180745e-06	9.454701e-10	4.637202e-09	2.829235e-09	
1560923380.3458	13.367	3.275366e-10	4.197894e-09	7.509783e-10	4.797838e-09	1.151778e-06	1.19801e-09	5.400405e-09	2.724188e-09	
1560923440.2744563	13.367	2.182297e-10	3.028328e-09	5.717297e-10	6.464365e-09	1.128112e-06	9.626478e-10	4.649814e-09	2.740725e-09	
1560923500.2060444	13.367	3.284112e-10	2.625889e-09	4.514811e-10	7.990341e-09	9.144536e-07	9.512734e-10	4.663572e-09	2.686808e-09	
1560923560.136847	13.504	3.082955e-10	4.216447e-09	5.949658e-10	7.893913e-09	1.12668e-06	1.146909e-09	4.553965e-09	2.790565e-09	
1560923620.065447	13.367	2.159799e-10	3.745624e-09	7.730539e-10	5.00972e-09	1.122325e-06	9.570767e-10	4.551213e-09	2.730531e-09	
1560923679.998666	13.367	3.122311e-10	2.093259e-09	7.661042e-10	6.634256e-09	1.14389e-06	1.109588e-09	5.751044e-09	2.685902e-09	
1560923739.9383473	13.367	3.301604e-10	1.738966e-09	5.787617e-10	6.63688e-09	9.19916e-07	8.752499e-10	5.089618e-09	2.726e-09	
1560923799.8781898	13.367	3.149717e-10	3.931177e-09	5.885453e-10	8.327089e-09	9.535352e-07	9.800576e-10	4.877712e-09	2.893256e-09	
1560923859.8093662	13.23	2.436384e-10	4.15692e-09	5.741756e-10	6.327164e-09	1.2278e-06	9.361849e-10	5.097686e-09	2.862589e-09	
1560923919.7358298	13.23	2.404783e-10	2.262833e-09	7.354437e-10	7.173416e-09	9.716416e-07	9.327029e-10	5.119207e-09	2.394973e-09	
1560923979.671981	13.23	2.464824e-10	1.744613e-09	5.52774e-10	7.076386e-09	1.217342e-06	1.082889e-09	6.145513e-09	2.767453e-09	
1560924039.605997	13.367	3.102707e-10	1.691262e-09	4.553879e-10	7.020619e-09	9.985708e-07	9.266675e-10	4.90778e-09	2.768572e-09	
1560924099.536874	13.367	3.22237e-10	3.80439e-09	5.576658e-10	8.043157e-09	9.734643e-07	9.27596e-10	4.851371e-09	2.782675e-09	
1560924159.4959424	13.367	2.069807e-10	2.151677e-09	5.824306e-10	9.323906e-09	1.209808e-06	9.598622e-10	4.808262e-09	2.811551e-09	
1560924219.4538388	13.367	3.126684e-10	2.200151e-09	7.554752e-10	6.692963e-09	9.683166e-07	9.956104e-10	4.89448e-09	2.406122e-09	
1560924279.3930395	13.504	2.404062e-10	1.803061e-09	5.506338e-10	6.506674e-09	1.190641e-06	1.249398e-09	5.894693e-09	2.886765e-09	
1560924339.3245962	13.23	3.205398e-10	1.802721e-09	4.566088e-10	8.375254e-09	9.732981e-07	9.928249e-10	4.809868e-09	2.735062e-09	
